id,beast_id,kind,zone,zone_label,concept,quote,story,sensory,ipa,sort_order
ATOM_0102,BEAST_GERMAN_02_H,single,,,The ich-laut [ç] is a hissing sound made farther forward from a y-like tongue position.,,,,,1
ATOM_0103,BEAST_GERMAN_03_I,single,,,The long `[aː]` sound pushes the tongue slightly closer to the front of the mouth.,,,,,1
ATOM_0104,BEAST_GERMAN_03_J,single,,,The `[yː]` sound takes a high front tongue position but rounds the lips.,,,,,1
ATOM_0105,BEAST_GERMAN_03_K,single,,,The `[øː]` sound moves the tongue slightly down but keeps the lips round.,,,,,1
ATOM_0106,BEAST_GERMAN_03_L,single,,,The `[œ]` sound uses a mid-mouth tongue shape with rounded lips.,,,,,1
ATOM_0107,BEAST_GERMAN_03_M,single,,,The `[ɔ]` sound starts in the back-center of the mouth with round lips.,,,,,1
ATOM_0108,BEAST_GERMAN_04_N,single,,,The `[ʏ]` sound uses a slightly lower tongue position while keeping lips round.,,,,,1
ATOM_0109,BEAST_GERMAN_04_O,single,,,The unaccented `[ɐ]` sound is placed extremely close to the English `[ʌ]` vowel.,,,,,1
ATOM_0110,BEAST_GERMAN_04_P,single,,,Germans transition to the second vowel in a diphthong much faster than English speakers.,,,,,1
ATOM_0111,BEAST_GERMAN_04_Q,single,,,"For the `[ɔʏ̯]` sound, the lips must stay tight and rounded all the way to the end.",,,,,1
ATOM_0112,BEAST_GERMAN_05_R,single,,,"Compound words keep their original stress patterns, but one primary stress dominates the whole word.",,,,,1
ATOM_0113,BEAST_GERMAN_05_S,single,,,Voiced consonants harden into unvoiced sounds at the absolute end of a word.,,,,,1
ATOM_0114,BEAST_GERMAN_05_T,single,,,Word elements keep their strict pronunciation rules even when trapped inside compound words.,,,,,1
ATOM_0115,BEAST_GERMAN_05_U,single,,,"To pronounce a short vowel, move to the consonants early and hold them.",,,,,1
ATOM_0116,BEAST_GERMAN_05_V,single,,,Short vowels almost always come before two or more consonants.,,,,,1
ATOM_0117,BEAST_GERMAN_06_W,single,,,Long vowels usually come before one or fewer consonants.,,,,,1
ATOM_0118,BEAST_GERMAN_06_X,single,,,The letter 'h' acts as a vowel lengthener.,,,,,1
ATOM_0119,BEAST_GERMAN_07_Y,single,,,The /z/ sound never starts a word in Standard German.,,"A yak stands at the corner of the street. It holds a large sign with the word Symbol [zʏmˈboːl]. It tries to make a buzzing sound at the very beginning, but a giant red ""X"" stops it. A spiky-haired martial artist steps in to help the yak, showing that the buzz cannot start the word. ""The alveolar fricative /z/ never occurs word-initially in Standard German. A word like ""symbol"" is pronounced with a voiced alveolar fricative: Symbol."" IPA: Symbol [zʏmˈboːl]",,,1
ATOM_0120,BEAST_GERMAN_07_Z,single,,,The /ŋ/ sound only happens at the end of syllables.,The velar nasal /ŋ/ only occurs at the end of syllables (syllable coda).,"Zeus throws a lightning bolt at the yak's sign, breaking it into pieces. He grabs a singing block, representing the /ŋ/ sound, and forces it to sit at the absolute tail end of the broken piece. He yells at the yak that the sound is trapped at the end.",,,1
ATOM_0121,BEAST_GERMAN_07_AA,single,,,Long vowels get short when they are not stressed.,,"An aardvark ignores Zeus and pulls on a long rubber band that says Moral [moˈʁaːl]. It pulls out another band that says Metan [meˈtaːn]. Because the aardvark is very relaxed and not stressed, it lets both bands snap back so they become very short. ""Most long vowels can be shortened when they appear in an unstressed position (e.g., Moral, Metan)."" IPA: Moral [moˈʁaːl], Metan [meˈtaːn]",,,1
ATOM_0122,BEAST_GERMAN_07_AB,single,,,The weak 'e' sound can be completely dropped.,,"An Abyssinian cat plays with the aardvark's snapped bands. It finds a soft, weak letter 'e' in the word großem [ˈɡʁoːsəm]. The cat pushes the weak letter into a hole in the street, dropping it entirely so it vanishes. ""In words like großem, the schwa can be dropped entirely."" IPA: großem [ˈɡʁoːsəm]",,,1
ATOM_0123,BEAST_GERMAN_07_AC,single,,,The 'r' can be rolled loudly in southern areas or in singing.,"Alveolar trill: Mostly used in southern dialects (Bavarian, Franconian) and in singing.","A giant acorn rolls out of the hole the cat made. It bounces fast on the front of a tongue model, rolling loudly. The acorn wears a southern alpine hat and sings a loud opera song to the cat and the yak.",,,1
ATOM_0124,BEAST_GERMAN_08_AD,single,,,The 'r' can vibrate far back in the throat as a flexible option.,Uvular trill: Can be used as a free variant of the voiced uvular fricative.,"On the next street, an adder snake slithers around freely. It meets a tall villain in black armor, who points to the deep back of his throat. The snake vibrates its tail far back on a throat model, sliding around as a free and flexible option.",,,1
ATOM_0125,BEAST_GERMAN_08_AE,single,,,The 'r' can be a friction sound pushed more to the front.,Voiced velar fricative: A more fronted variant.,"An aerialist swings on a trapeze above the snake. She swings her body forward to reach the front part of the villain's throat model. She rubs the surface to make a smooth, vibrating friction sound that sits more to the front.",,,1
ATOM_0126,BEAST_GERMAN_08_AF,zoned,Z1,Additional notes (non-mnemonic),Reharse the german alphabet depicted here:,,The main difference lies in **how air is obstructed** (manner of articulation) and **where it happens** (place of articulation).,,,1
ATOM_0127,BEAST_PIANO_01_A,zoned,Z1,Middle C home marker,A thick white web wraps the middle C key between high and low staff signs.,The distance between one note and the next note with the same name.,"Arachne sits at a street piano as Johann Sebastian Bach points to one wrapped middle key. Her thick white web ties that key upward to a high staff sign and downward to a low staff sign. Around her waist, seven bright feathers circle in the order C D E F G A B and then loop back to C. With her long legs, she leaps from one C-key house to the next C-key house, showing the same note name in a farther place.",,,1
ATOM_0128,BEAST_PIANO_01_A,zoned,Z2,Repeating note names,Seven bright feathers form a C D E F G A B loop across the piano keys.,The distance between one note and the next note with the same name.,"Arachne sits at a street piano as Johann Sebastian Bach points to one wrapped middle key. Her thick white web ties that key upward to a high staff sign and downward to a low staff sign. Around her waist, seven bright feathers circle in the order C D E F G A B and then loop back to C. With her long legs, she leaps from one C-key house to the next C-key house, showing the same note name in a farther place.",,,2
ATOM_0129,BEAST_PIANO_01_A,zoned,Z3,Octave jump,Arachne springs from one C-key house to the next C-key house with the same letter farther away.,The distance between one note and the next note with the same name.,"Arachne sits at a street piano as Johann Sebastian Bach points to one wrapped middle key. Her thick white web ties that key upward to a high staff sign and downward to a low staff sign. Around her waist, seven bright feathers circle in the order C D E F G A B and then loop back to C. With her long legs, she leaps from one C-key house to the next C-key house, showing the same note name in a farther place.",,,3
ATOM_0130,BEAST_PIANO_01_B,zoned,Z1,Five-line staff,The bird scratches five long black staff lines across the road.,Combination of treble and bass staves connected by a brace.,"The bird of paradise lands beside the piano and drags one claw across the street, scratching five long black lines like a music page laid flat on the road. Its wings fold into a huge bass clef shape that sinks low on the staff. Ludwig van Beethoven locks a metal brace from the bird’s beak around two staffs, joining treble and bass into one bigger reading system.",,,1
ATOM_0131,BEAST_PIANO_01_B,zoned,Z2,Bass clef low notes,Its folded wings form a heavy bass clef shape low on the lines.,Combination of treble and bass staves connected by a brace.,"The bird of paradise lands beside the piano and drags one claw across the street, scratching five long black lines like a music page laid flat on the road. Its wings fold into a huge bass clef shape that sinks low on the staff. Ludwig van Beethoven locks a metal brace from the bird’s beak around two staffs, joining treble and bass into one bigger reading system.",,,2
ATOM_0132,BEAST_PIANO_01_B,zoned,Z3,Grand staff brace,"A large metal brace hangs from its beak, joining two music staffs into one system.",Combination of treble and bass staves connected by a brace.,"The bird of paradise lands beside the piano and drags one claw across the street, scratching five long black lines like a music page laid flat on the road. Its wings fold into a huge bass clef shape that sinks low on the staff. Ludwig van Beethoven locks a metal brace from the bird’s beak around two staffs, joining treble and bass into one bigger reading system.",,,3
ATOM_0133,BEAST_PIANO_01_C,zoned,Z1,Bass C landmark,The cat carries a small flag planted on a low C key.,F note landmark used for reading notes in the bass clef.,"A cat walks low across the bass staff with two clear landmarks attached to its body. On one side, it plants a small flag on a painted C key, saying without words, “Find me first when reading low notes.” On the other side, it wears a harmless tooth-shaped ring around a low F key, making F feel like a second easy street marker instead of a random note.",,,1
ATOM_0134,BEAST_PIANO_01_C,zoned,Z2,Bass F landmark,The cat wears a soft tooth-shaped ring gently locked around a low F key.,F note landmark used for reading notes in the bass clef.,"A cat walks low across the bass staff with two clear landmarks attached to its body. On one side, it plants a small flag on a painted C key, saying without words, “Find me first when reading low notes.” On the other side, it wears a harmless tooth-shaped ring around a low F key, making F feel like a second easy street marker instead of a random note.",,,2
ATOM_0135,BEAST_PIANO_01_D,zoned,Z1,Steady beat,The dragon stamps one claw on the road again and again while street lamps blink with each pulse.,The speed at which the beat is played.,"A dragon stands over the street piano and stamps one claw on the road in a steady pulse. Each stamp makes the street lamps blink like a heart inside the music. With its other claw, the dragon turns a speed dial: when the dial rises, the stamps come faster; when it falls, the stamps slow into heavy steps.",,,1
ATOM_0136,BEAST_PIANO_01_D,zoned,Z2,Tempo speed,"The dragon turns a speed dial beside the piano, making the pulse faster or slower.",The speed at which the beat is played.,"A dragon stands over the street piano and stamps one claw on the road in a steady pulse. Each stamp makes the street lamps blink like a heart inside the music. With its other claw, the dragon turns a speed dial: when the dial rises, the stamps come faster; when it falls, the stamps slow into heavy steps.",,,2
ATOM_0137,BEAST_PIANO_01_E,single,,,A time signature tells how beats fit inside each measure.,Notation that indicates how many beats are in each measure and which note value receives the beat.,An eagle draws small boxes on the road like measures. Wolfgang Amadeus Mozart drops beat stones into each box and points to the note shape that gets one beat. The boxes show how many beats belong inside each measure and which note value receives the beat.,,,1
ATOM_0138,BEAST_PIANO_02_F,zoned,Z1,Whole note,The frog holds one big hollow note shield while four drum hits shake the street.,Note lasting one beat in common time.,"A frog stands inside a painted measure grid. First, it lifts a big hollow note like a round shield, and four heavy drum hits shake the street before the shield lowers. Then it carries a note with a stem and takes exactly two steps across the measure. Finally, it presses one black note shape into wet clay as a single loud footstep lands, and the note is done.",,,1
ATOM_0139,BEAST_PIANO_02_F,zoned,Z2,Half note,The frog carries a note with a stem and takes exactly two steps.,Note lasting one beat in common time.,"A frog stands inside a painted measure grid. First, it lifts a big hollow note like a round shield, and four heavy drum hits shake the street before the shield lowers. Then it carries a note with a stem and takes exactly two steps across the measure. Finally, it presses one black note shape into wet clay as a single loud footstep lands, and the note is done.",,,2
ATOM_0140,BEAST_PIANO_02_F,zoned,Z3,Quarter note,The frog presses one black note shape into wet clay with one loud footstep.,Note lasting one beat in common time.,"A frog stands inside a painted measure grid. First, it lifts a big hollow note like a round shield, and four heavy drum hits shake the street before the shield lowers. Then it carries a note with a stem and takes exactly two steps across the measure. Finally, it presses one black note shape into wet clay as a single loud footstep lands, and the note is done.",,,3
ATOM_0141,BEAST_PIANO_02_G,single,,,A double bar line marks the end of a part or piece.,Symbol used to mark the end of a section or piece of music.,"A goat drops two thick black bars across the street staff. Every sound stops at those bars, like a gate closing at the end.",,,1
ATOM_0142,BEAST_PIANO_02_H,zoned,Z1,Rounded fingers,The Hydra balances a small orange under its softly arched playing hand.,Keep the thumb relaxed and naturally positioned.,"A Hydra places one playing hand over the piano keys while Claude Debussy watches the hand shape. A small orange under the hand keeps the fingers naturally rounded and prevents collapse. Each glowing fingertip pad presses the keys like a cushion, not a claw. Beside the hand, a tiny thumb-shaped pillow rests loosely, reminding the thumb not to push or grip.",,,1
ATOM_0143,BEAST_PIANO_02_H,zoned,Z2,Fingertip pads,Its glowing soft fingertip pads press the keys instead of sharp claws.,Keep the thumb relaxed and naturally positioned.,"A Hydra places one playing hand over the piano keys while Claude Debussy watches the hand shape. A small orange under the hand keeps the fingers naturally rounded and prevents collapse. Each glowing fingertip pad presses the keys like a cushion, not a claw. Beside the hand, a tiny thumb-shaped pillow rests loosely, reminding the thumb not to push or grip.",,,2
ATOM_0144,BEAST_PIANO_02_H,zoned,Z3,Loose thumb,A tiny thumb-shaped pillow rests beside the Hydra’s relaxed hand.,Keep the thumb relaxed and naturally positioned.,"A Hydra places one playing hand over the piano keys while Claude Debussy watches the hand shape. A small orange under the hand keeps the fingers naturally rounded and prevents collapse. Each glowing fingertip pad presses the keys like a cushion, not a claw. Beside the hand, a tiny thumb-shaped pillow rests loosely, reminding the thumb not to push or grip.",,,3
ATOM_0145,BEAST_PIANO_02_I,zoned,Z1,Gentle arm weight,The imp lowers a wet sponge onto a piano key so water slowly squeezes out.,Transfer the arm's weight efficiently into the fingertips.,"An imp sits at the street piano wearing a heavy cloth sleeve that hangs from shoulder to fingertip. The sleeve shows the arm’s weight flowing down into the key while the finger stays calm. With the same hand, the imp lowers a wet sponge onto a piano key so water slowly squeezes out without any sharp stab.",,,1
ATOM_0146,BEAST_PIANO_02_I,zoned,Z2,Weight transfer,"The imp wears a heavy cloth sleeve from shoulder to fingertip, letting weight flow into the key.",Transfer the arm's weight efficiently into the fingertips.,"An imp sits at the street piano wearing a heavy cloth sleeve that hangs from shoulder to fingertip. The sleeve shows the arm’s weight flowing down into the key while the finger stays calm. With the same hand, the imp lowers a wet sponge onto a piano key so water slowly squeezes out without any sharp stab.",,,2
ATOM_0147,BEAST_PIANO_02_J,zoned,Z1,Raised flexible wrists,The jester balances soft cushions under lifted wrists above the keys.,Allow the elbows to remain slightly away from the body.,"A jester sits at the piano while Maurice Ravel places soft cushions under the jester’s wrists. The wrists stay slightly raised and flexible, not stiff. The jester also opens wing-like sleeves a little away from the body, leaving visible space at both elbows instead of clamping them inward.",,,1
ATOM_0148,BEAST_PIANO_02_J,zoned,Z2,Elbows away,The jester opens wing-like sleeves slightly away from the body.,Allow the elbows to remain slightly away from the body.,"A jester sits at the piano while Maurice Ravel places soft cushions under the jester’s wrists. The wrists stay slightly raised and flexible, not stiff. The jester also opens wing-like sleeves a little away from the body, leaving visible space at both elbows instead of clamping them inward.",,,2
ATOM_0149,BEAST_PIANO_03_K,single,,,Practice rhythm and pitch apart before putting them together.,Practice timing and note locations independently before combining them.,A kitten divides the street piano into two clear work tables. One table holds a drum for rhythm and timing. The other table holds note cards for pitch and key names. Only after both tables are clear can rhythm and pitch come together.,,,1
ATOM_0150,BEAST_PIANO_03_L,zoned,Z1,Tonic home note,The lion pulls a tiny piano house to one note and parks there.,Finish C-major exercises on C to reinforce tonal resolution.,"A lion pulls a tiny piano house along the street and parks it on one note, making that note feel like home. Beside the house, Erik Satie walks a short C-major path and stops at a bright C finish stone. The whole road feels settled when the path ends on C.",,,1
ATOM_0151,BEAST_PIANO_03_L,zoned,Z2,C-major resolution,The lion places a bright C finish stone at the end of a C-major path.,Finish C-major exercises on C to reinforce tonal resolution.,"A lion pulls a tiny piano house along the street and parks it on one note, making that note feel like home. Beside the house, Erik Satie walks a short C-major path and stops at a bright C finish stone. The whole road feels settled when the path ends on C.",,,2
ATOM_0152,BEAST_PIANO_03_M,zoned,Z1,Half step,The marmoset squeezes between two side-by-side piano keys with no space between them.,A distance equal to two half steps.,"A marmoset crouches between two side-by-side piano keys and finds no space at all, its nose bumping both keys at once. Then it springs away and leaps over exactly one glowing middle key before landing on the next key. The tight squeeze shows the half step, and the one-key leap shows the whole step.",,,1
ATOM_0153,BEAST_PIANO_03_M,zoned,Z2,Whole step,The marmoset leaps over exactly one glowing skipped key and lands on the next key.,A distance equal to two half steps.,"A marmoset crouches between two side-by-side piano keys and finds no space at all, its nose bumping both keys at once. Then it springs away and leaps over exactly one glowing middle key before landing on the next key. The tight squeeze shows the half step, and the one-key leap shows the whole step.",,,2
ATOM_0154,BEAST_PIANO_03_N,zoned,Z1,Pentascale,The Neanderthal carries a cracked acorn with five tiny piano keys growing from it.,,The Neanderthal carries a cracked acorn with five tiny piano keys growing from it.,,,1
ATOM_0155,BEAST_PIANO_03_O,zoned,Z1,Major scale sound,The owl lands on eight sung step markers that rise and fall like do-re-mi.,Any note can be the tonic of a major scale when the correct interval formula is applied.,"An owl spreads its wings above the street piano and lands on eight sung step markers while Frédéric Chopin watches the familiar rise and fall. The owl then moves a golden start flag from a white key to a black key. Each time, the same gap path appears under its claws, showing that any note can begin the major scale if the pattern is correct.",,,1
ATOM_0156,BEAST_PIANO_03_O,zoned,Z2,Any starting key,The owl carries a golden start flag that moves between black and white keys while the same gap path appears.,Any note can be the tonic of a major scale when the correct interval formula is applied.,"An owl spreads its wings above the street piano and lands on eight sung step markers while Frédéric Chopin watches the familiar rise and fall. The owl then moves a golden start flag from a white key to a black key. Each time, the same gap path appears under its claws, showing that any note can begin the major scale if the pattern is correct.",,,2
ATOM_0157,BEAST_PIANO_04_P,zoned,Z1,C major white keys,The panther wears white mushrooms growing only along its white-key collar.,Accidental that raises a note by one half step.,"A panther crouches across the street piano with white mushrooms growing only along a white-key collar, while the black keys stay bare like dark rocks. On one side, it carries a drooping key charm pushed gently down and left, showing a flat lowering the note by one half step. On the other side, it carries a bright spike charm that lifts a key upward and right, showing a sharp raising the note by one half step.",,,1
ATOM_0158,BEAST_PIANO_04_P,zoned,Z2,Flat lowers,The panther carries a drooping key charm pushed down and left.,Accidental that raises a note by one half step.,"A panther crouches across the street piano with white mushrooms growing only along a white-key collar, while the black keys stay bare like dark rocks. On one side, it carries a drooping key charm pushed gently down and left, showing a flat lowering the note by one half step. On the other side, it carries a bright spike charm that lifts a key upward and right, showing a sharp raising the note by one half step.",,,2
ATOM_0159,BEAST_PIANO_04_P,zoned,Z3,Sharp raises,The panther carries a bright spike charm lifting a key upward and right.,Accidental that raises a note by one half step.,"A panther crouches across the street piano with white mushrooms growing only along a white-key collar, while the black keys stay bare like dark rocks. On one side, it carries a drooping key charm pushed gently down and left, showing a flat lowering the note by one half step. On the other side, it carries a bright spike charm that lifts a key upward and right, showing a sharp raising the note by one half step.",,,3
ATOM_0160,BEAST_PIANO_04_Q,zoned,Z1,Chord,Quetzalcoatl presses two piano keys at the same time with a wide coiled body.,A three-note chord built from a root note with alternating scale tones above it.,"Quetzalcoatl coils around the piano while Alan Turing stands nearby holding a third key card. With a wide part of its body, Quetzalcoatl presses two keys at the same time so more than one sound becomes harmony. Then it stacks three piano stones into a simple tower: root, skip one, next, skip one, next.",,,1
ATOM_0161,BEAST_PIANO_04_Q,zoned,Z2,Triad,"Quetzalcoatl stacks three piano stones labeled by position: root, skip, next, skip, next.",A three-note chord built from a root note with alternating scale tones above it.,"Quetzalcoatl coils around the piano while Alan Turing stands nearby holding a third key card. With a wide part of its body, Quetzalcoatl presses two keys at the same time so more than one sound becomes harmony. Then it stacks three piano stones into a simple tower: root, skip one, next, skip one, next.",,,2
ATOM_0162,BEAST_PIANO_04_R,single,,,The damper pedal keeps notes ringing after the keys are released.,Pedal that sustains notes after the keys are released.,"A rat presses the piano pedal with its heavy tail. The keys are let go, but the sound keeps floating over the street like mist.",,,1
ATOM_0163,BEAST_PIANO_05_S,single,,,Chords are constructed by skipping keys between the notes you play.,for whatever note you start on the next notes that follow will skip over keys,"A giant floating skull rolls along the street, explicitly skipping over every other painted sidewalk square. With a deafening jaw-clack, it blasts the exact rule into the air as bright neon letters: ""for whatever note you start on the next notes that follow will skip over keys"".",visual,,1
ATOM_0164,BEAST_PIANO_05_T,single,,,"Primary chords (I, IV, V) produce a cheerful, major sound.",they all have a cheerful sound they all sound what we call major,"A skyscraper-sized toucan flaps its wings to project a blindingly bright rainbow over the buildings. As the light flashes, the toucan squawks the exact explanation into the sky: ""they all have a cheerful sound they all sound what we call major"".",visual,,1
ATOM_0165,BEAST_PIANO_05_U,single,,,"Secondary chords (ii, iii, vi) produce a darker, minor sound in major keys.",these three red chords which i have written are called the secondary chords and when we play secondary chords in major keys they always have a minor sound,"A shadowy unicorn bleeds thick red ink from its horn onto the pavement to draw three dark circles. It whispers the chilling words that physically freeze the air around it: ""these three red chords which i have written are called the secondary chords and when we play secondary chords in major keys they always have a minor sound"".",tactile,,1
ATOM_0166,BEAST_PIANO_05_V,single,,,"Diminished chords have an edgy, dissonant sound because they skip fewer keys.",this one is called diminished so when you play a diminished chord it has um it has more of a dissonant sound,"A vulture violently scratches a chalkboard wall on the street with its talons, letting out an ear-piercing screech. The screech shapes itself into grating, visible soundwaves that say: ""this one is called diminished so when you play a diminished chord it has um it has more of a dissonant sound"".",auditory,,1
ATOM_0167,BEAST_PIANO_05_W,single,,,A chord is in root position when the root note is on the very bottom.,they're in root position if we have the root letter on the bottom,"A super-strong wombat lifts a heavy piano completely upside down with one paw while Ada Lovelace watches in awe. It jams its claws into the lowest wooden board to carve the rule deeply into the wood: ""they're in root position if we have the root letter on the bottom"".",tactile,,1
ATOM_0168,BEAST_PIANO_06_X,single,,,An inversion changes which note sits at the bottom of the chord.,an inversion just means that the note that's played at the very bottom is a different one of these notes,"Xena, warrior woman levitates high in the air and flips completely upside down, her heavy boots pressing against an invisible ceiling. From above, she shouts down to Neo on the street below: ""an inversion just means that the note that's played at the very bottom is a different one of these notes"".",visual,,1
ATOM_0169,BEAST_PIANO_06_Y,zoned,Z1,Z1 Head | Harmony combination,"- Many notes came flying and gathered together a single note. That single note was growing in size, getting bigger and bigger, till it was so heavy that it fell onto the yaks head.",,"- Many notes came flying and gathered together a single note. That single note was growing in size, getting bigger and bigger, till it was so heavy that it fell onto the yaks head.",,,1
ATOM_0170,BEAST_PIANO_06_Y,zoned,Z2,Z2 Forelimbs | Triad unit,stamping three distinct lightning bolts into the pavement,,stamping three distinct lightning bolts into the pavement · sensory: tactile ✋,tactile,,2
ATOM_0171,BEAST_PIANO_06_Z,zoned,Z1,Z1 Head | Consonant rest,"resting his cheek heavily against a massive, calming iron ship anchor","Composers use dissonance intentionally to create emotional tension, which typically drives the music forward","Zeus rests his cheek heavily against a massive iron ship anchor that instantly smooths the rough pavement into calm glass, sighing: ""Consonant chords provide a sense of rest and anchor the musical piece."" Suddenly, he grips two pieces of sheet metal with his hands and violently scratches them together, shooting burning, loud sparks while roaring: ""Composers use dissonance intentionally to create emotional tension, which typically drives the music forward"".",tactile,,1
ATOM_0172,BEAST_PIANO_06_Z,zoned,Z2,Z2 Forelimbs | Dissonant tension,violently scratching sheet metal to shoot burning sparks,"Composers use dissonance intentionally to create emotional tension, which typically drives the music forward","Zeus rests his cheek heavily against a massive iron ship anchor that instantly smooths the rough pavement into calm glass, sighing: ""Consonant chords provide a sense of rest and anchor the musical piece."" Suddenly, he grips two pieces of sheet metal with his hands and violently scratches them together, shooting burning, loud sparks while roaring: ""Composers use dissonance intentionally to create emotional tension, which typically drives the music forward"".",auditory,,2
ATOM_0173,BEAST_PIANO_06_AA,single,,,A chord progression is a sequence of chords that dictates the emotional arc and key of a song.,A chord progression is a specific sequence of chords played over time. This movement dictates the emotional arc of a song,"A colossal aardvark hops along a drawn timeline on the road while Neo tracks its path. With each heavy hop, the aardvark's fur shifts colors entirely from sad blue to angry red, echoing: ""A chord progression is a specific sequence of chords played over time. This movement dictates the emotional arc of a song"".",visual,,1
ATOM_0174,BEAST_PIANO_06_AB,single,,,Harmony provides the underlying context that can completely change the emotional feeling of the same melody.,"The exact same melody line can sound joyful, melancholic, or suspenseful depending entirely on the underlying harmony.","An Abyssinian cat creeps low under a glowing melody wire and transforms the literal street beneath its paws into freezing ice, then scorching fire, then soft grass. As the tactile environment shifts wildly, the cat hisses: ""The exact same melody line can sound joyful, melancholic, or suspenseful depending entirely on the underlying harmony.""",tactile,,1
ATOM_0175,BEAST_PIANO_07_AC,single,,,"An accidental is a symbol that alters a note's pitch temporarily, such as sharps, flats, or naturals.",An accidental is a symbol in musical notation that temporarily alters the pitch of a note.,"Goku throws a giant, glowing acorn that crashes into a metal street sign, warping the pole. As it hits, the acorn splits open and projects blinding, physical neon letters into the air: ""An accidental is a symbol in musical notation that temporarily alters the pitch of a note.""",visual,,1
ATOM_0176,BEAST_PIANO_07_AD,single,,,"A melody combines pitch and rhythm into a primary, cohesive musical line.","A melody is a linear succession of musical tones—combining pitch and rhythm—that the listener perceives as a single, cohesive entity.","A colossal adder slithers along a wooden fence, hissing a rhythm so loud it shatters glass. The snake bites its own tail to form a perfect ring, shaking the ground as it rattles out the thunderous words: ""A melody is a linear succession of musical tones—combining pitch and rhythm—that the listener perceives as a single, cohesive entity.""",auditory,,1
ATOM_0177,BEAST_PIANO_07_AE,zoned,Z1,Z1 Head | Phrase,"she catches a heavy, rough-textured punctuation mark with her teeth, biting down hard to create a resting point","A section is a larger, major structural block of a musical form (such as a verse, chorus, or bridge). A section is made up of multiple phrases combined together.","An aerialist swings upside down from a streetlamp, leaving a thick trail of burnt ozone smoke in the air. With her head, she catches a heavy, rough-textured punctuation mark in her teeth, biting down to physically carve out the rule: ""A phrase is a single musical thought or ""sentence"". It is the smallest structural unit that gives a sense of completion, typically ending with a musical resting point called a cadence."" Simultaneously, with her forelimbs, she grabs huge, glowing concrete highway segments and stacks them together like children's blocks, projecting blinding neon words from her palms: ""A section is a larger, major structural block of a musical form (such as a verse, chorus, or bridge). A section is made up of multiple phrases combined together.""",tactile,,1
ATOM_0178,BEAST_PIANO_07_AE,zoned,Z2,Z2 Forelimbs | Section,"she stacks huge, glowing concrete highway segments together like children's blocks using her hands","A section is a larger, major structural block of a musical form (such as a verse, chorus, or bridge). A section is made up of multiple phrases combined together.","An aerialist swings upside down from a streetlamp, leaving a thick trail of burnt ozone smoke in the air. With her head, she catches a heavy, rough-textured punctuation mark in her teeth, biting down to physically carve out the rule: ""A phrase is a single musical thought or ""sentence"". It is the smallest structural unit that gives a sense of completion, typically ending with a musical resting point called a cadence."" Simultaneously, with her forelimbs, she grabs huge, glowing concrete highway segments and stacks them together like children's blocks, projecting blinding neon words from her palms: ""A section is a larger, major structural block of a musical form (such as a verse, chorus, or bridge). A section is made up of multiple phrases combined together.""",visual,,2
ATOM_0179,BEAST_PIANO_08_AF,single,,,"A line note has a staff line passing directly through its center, similar to a bead on a string.",we would call this one a line note because it has a line going through the middle of it just like a bead on a string going right through the middle of the bead,"Marilyn Monroe watches in awe as an Afghan hound bites down hard on a massive, glowing glass bead. Suddenly, a razor-sharp, vibrating piano string shoots straight through the center of the bead and the hound's snout, sliding frictionlessly back and forth without causing a single scratch.",tactile,,1
ATOM_0180,BEAST_PIANO_08_AG,single,,,A space note is a musical note that rests entirely in the empty gap between two staff lines.,A space note sits completely between two staff lines without any line passing through it.,"Giant, glowing Agaric fungi sprout exclusively inside the floating gap between two thick metal power lines, hovering perfectly in the empty space. They forcefully expand until their caps form blindingly bright neon circles that fill the void without ever touching the wires above or below.",visual,,1
ATOM_0181,BEAST_PIANO_08_AH,single,,,A cadence is a harmonic progression at the end of a musical phrase that provides a sense of resolution or punctuation.,"A musical cadence is a progression of at least two chords that concludes a phrase, section, or piece of music.","A massive, semi-transparent cloud shaped like a human face floats above the street piano and lets out a deafening, echoing sigh that physically shakes the ground. The heavy soundwave slams into the pavement like a giant iron period mark at the exact end of a painted path, bringing all the chaotic street noise to an instantly calm, resolved silence.",auditory,,1
ATOM_0182,BEAST_PIANO_09_AI,single,,,Counting out loud and clapping physically reinforces the rhythm and prevents speed changes.,when we count in music we always count out loud this is so important um if we count in our heads we don't always notice if we stop counting or count a little slower or faster,"A colossal Airedale terrier claps its massive front paws together in a deafening rhythm while barking numbers out loud. The thunderous shockwaves physically push the surrounding street lamps into a perfect, steady line, preventing time itself from speeding up or slowing down.",auditory,,1
ATOM_0183,BEAST_PIANO_10_AJ,single,,,Stacked notes sharing a single stem mean the notes are played simultaneously.,these notes are lined up stacked with one stem can you guess what that might mean it means play the notes at the same time,"The towering Greek warrior Ajax slams his bronze shield into the pavement, splitting the street open. Elvis Presley points at him as Ajax perfectly balances three heavy boulders stacked vertically on a single spear stem, striking them all simultaneously with one sword swing so they explode into brilliant light.",visual,,1
