id,plan_id,section_path,text,checked,sort_order
PITEM_0152,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 1. Grammar Mastery > Month 3: Complex Verb Patterns > Advanced Grammar Components,"Inversion (Never have I seen such beauty, Not only did he arrive late, but he also forgot the documents, Rarely do we see such dedication)",0,36
PITEM_0153,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 1. Grammar Mastery > Month 3: Complex Verb Patterns > Advanced Grammar Components,"Ellipsis and Substitution (Avoiding repetition, So do I, Neither did he, One/ones substitution)",0,37
PITEM_0154,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 1. Grammar Mastery > Month 3: Complex Verb Patterns > Advanced Grammar Components,"Discourse Markers (Cohesion and coherence: However, therefore, furthermore, nevertheless, etc.)",0,38
PITEM_0155,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 2. Sentence Construction & Syntax > Month 1: Advanced Sentence Patterns > Relative Clauses,Defining and Non-defining relative clauses,0,39
PITEM_0156,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 2. Sentence Construction & Syntax > Month 1: Advanced Sentence Patterns > Relative Clauses,"Relative pronouns (who, whom, whose, which, that, where, when, why)",0,40
PITEM_0157,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 2. Sentence Construction & Syntax > Month 1: Advanced Sentence Patterns > Relative Clauses,Reduced relative clauses (The man standing there...),0,41
PITEM_0158,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 2. Sentence Construction & Syntax > Month 1: Advanced Sentence Patterns > Relative Clauses,Prepositions in relative clauses (The house in which I live),0,42
PITEM_0159,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 2. Sentence Construction & Syntax > Months 2-3: Complex Constructions > Conjunctions and Linking Words,Coordinating conjunctions (FANBOYS),0,43
PITEM_0160,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 2. Sentence Construction & Syntax > Months 2-3: Complex Constructions > Conjunctions and Linking Words,"Subordinating conjunctions (although, because, unless, whereas, while, since, etc.)",0,44
PITEM_0161,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 2. Sentence Construction & Syntax > Months 2-3: Complex Constructions > Conjunctions and Linking Words,"Correlative conjunctions (both...and, either...or, not only...but also, neither...nor)",0,45
PITEM_0162,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 2. Sentence Construction & Syntax > Months 2-3: Complex Constructions > Conjunctions and Linking Words,"Transitional words (Addition, Contrast, Cause/Effect, Time)",0,46
PITEM_0163,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 2. Sentence Construction & Syntax > Months 2-3: Complex Constructions > Advanced Constructions,"Participle Clauses (Having finished the work, he left; Being tired, she went to bed early; The book written by him)",0,47
PITEM_0164,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 2. Sentence Construction & Syntax > Months 2-3: Complex Constructions > Advanced Constructions,Nominalization (Converting verbs to nouns for academic/formal style),0,48
PITEM_0165,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 3. Parts of Speech > Nouns and Plurals,Regular and Irregular plurals,0,49
PITEM_0166,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 3. Parts of Speech > Nouns and Plurals,Countable and Uncountable nouns,0,50
PITEM_0167,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 3. Parts of Speech > Nouns and Plurals,"Collective nouns (team, family, government)",0,51
PITEM_0168,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 3. Parts of Speech > Nouns and Plurals,Compound nouns,0,52
PITEM_0169,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 3. Parts of Speech > Pronouns,"Subject, Object, Possessive Pronouns",0,53
PITEM_0170,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 3. Parts of Speech > Pronouns,Reflexive and Emphatic Pronouns,0,54
PITEM_0171,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 3. Parts of Speech > Pronouns,"Indefinite pronouns (everyone, someone, anybody, etc.)",0,55
PITEM_0172,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 3. Parts of Speech > Pronouns,Relative pronouns,0,56
PITEM_0173,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 3. Parts of Speech > Adjectives and Adverbs,Comparative and Superlative forms,0,57
PITEM_0174,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 3. Parts of Speech > Adjectives and Adverbs,Position in sentences,0,58
PITEM_0175,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 3. Parts of Speech > Adjectives and Adverbs,"Order of adjectives (opinion, size, age, shape, color, origin, material, purpose)",0,59
PITEM_0176,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 3. Parts of Speech > Adjectives and Adverbs,"Adverbs of manner, frequency, time, place, degree",0,60
PITEM_0177,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 3. Parts of Speech > Adverbs vs. Prepositions,Prepositions relate nouns/pronouns to other parts of a sentence,0,61
PITEM_0178,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 3. Parts of Speech > Adverbs vs. Prepositions,"Adverbs modify verbs, adjectives, or other adverbs",0,62
PITEM_0179,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Prepositions,"Prepositions of time, place, and direction",0,63
PITEM_0180,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Prepositions,Prepositional phrases,0,64
PITEM_0181,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Prepositions,"Preposition of phrases functioning as adverbial phrases (e.g., ""read by"", ""work by"")",0,65
PITEM_0182,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Phrasal Verbs,Common phrasal verbs and their meanings,0,66
PITEM_0183,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Phrasal Verbs,Usage in sentences,0,67
PITEM_0184,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Phrasal Verbs,Separable vs. inseparable phrasal verbs,0,68
PITEM_0185,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Phrasal Verbs,"Three-word phrasal verbs (put up with, look forward to, get away with)",0,69
PITEM_0186,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Phrasal Verbs,"Phrasal verbs by category (Movement, Communication, Business)",0,70
PITEM_0187,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Advanced Vocabulary Components,"Collocations (Strong tea, Heavy rain, Make a decision)",0,71
PITEM_0188,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Advanced Vocabulary Components,"Idioms and Expressions (emotions, business, daily life, relationships)",0,72
PITEM_0189,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Advanced Vocabulary Components,Academic Word List (AWL) - 570 word families,0,73
PITEM_0190,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Advanced Vocabulary Components,Synonyms and Antonyms for precision and variety,0,74
PITEM_0191,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Advanced Vocabulary Components,"Word Formation (Prefixes, Suffixes, Latin/Greek roots)",0,75
PITEM_0192,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Advanced Vocabulary Components,Register and Formality (Formal vs. informal vocabulary),0,76
PITEM_0193,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Advanced Vocabulary Components,"Topic-Specific Vocabulary (Business, Technology, Health, Environment, Culture)",0,77
PITEM_0194,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Confusing Word Pairs,"under, underneath, below, beneath",0,78
PITEM_0195,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Confusing Word Pairs,"for vs. to (Purpose, Recipient, Importance)",0,79
PITEM_0196,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Confusing Word Pairs,someone vs. somebody,0,80
PITEM_0197,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Confusing Word Pairs,thus / therefore / hence,0,81
PITEM_0198,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Confusing Word Pairs,"tough, though, thought, through, thorough, throughout",0,82
PITEM_0199,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Confusing Word Pairs,affect vs. effect,0,83
PITEM_0200,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Confusing Word Pairs,advice vs. advise,0,84
PITEM_0201,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Confusing Word Pairs,complement vs. compliment,0,85
PITEM_0202,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Confusing Word Pairs,lie vs. lay,0,86
PITEM_0203,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Confusing Word Pairs,rise vs. raise,0,87
PITEM_0204,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Confusing Word Pairs,sit vs. set,0,88
PITEM_0205,PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Useful Words,"Due (Expected, Due diligence)",0,89
PITEM_0206,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 4-5: Pronunciation Mastery > Phonetics and Phonology,"Individual sounds (Vowels, Consonants, Diphthongs)",0,90
PITEM_0207,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 4-5: Pronunciation Mastery > Phonetics and Phonology,Minimal pairs practice,0,91
PITEM_0208,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 4-5: Pronunciation Mastery > Suprasegmental Features,Word stress patterns,0,92
PITEM_0209,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 4-5: Pronunciation Mastery > Suprasegmental Features,Sentence stress and rhythm,0,93
PITEM_0210,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 4-5: Pronunciation Mastery > Suprasegmental Features,Intonation patterns,0,94
PITEM_0211,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 4-5: Pronunciation Mastery > Suprasegmental Features,"Connected speech (Linking, Elision, Assimilation)",0,95
PITEM_0212,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 4-5: Pronunciation Mastery > Accent Reduction,Target accent selection and practice with native models,0,96
PITEM_0213,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 6-7: Fluency Development > Discourse Competence,Turn-taking in conversations,0,97
PITEM_0214,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 6-7: Fluency Development > Discourse Competence,Topic development and coherence,0,98
PITEM_0215,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 6-7: Fluency Development > Functional Language,"Expressing opinions, Agreeing/Disagreeing",0,99
PITEM_0216,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 6-7: Fluency Development > Functional Language,"Making suggestions, Giving advice",0,100
PITEM_0217,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 6-7: Fluency Development > Functional Language,"Describing, narrating, explaining",0,101
PITEM_0218,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 6-7: Fluency Development > Functional Language,Presenting arguments and persuading,0,102
PITEM_0219,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 6-7: Fluency Development > Conversational Strategies,Fillers and hesitation devices,0,103
PITEM_0220,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 6-7: Fluency Development > Conversational Strategies,Clarification and repair strategies,0,104
PITEM_0221,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 6-7: Fluency Development > Conversational Strategies,Paraphrasing and circumlocution,0,105
PITEM_0222,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 8-9: Advanced Speaking Skills > Presentations and Public Speaking,"Structure (Introduction, Body, Conclusion)",0,106
PITEM_0223,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 8-9: Advanced Speaking Skills > Presentations and Public Speaking,Signposting language,0,107
PITEM_0224,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 8-9: Advanced Speaking Skills > Presentations and Public Speaking,Visual aids and body language,0,108
PITEM_0225,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 8-9: Advanced Speaking Skills > Debate and Argumentation,"Constructing logical arguments (Claim, Evidence, Reasoning)",0,109
PITEM_0226,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 8-9: Advanced Speaking Skills > Debate and Argumentation,Counterarguments and rebuttals,0,110
PITEM_0227,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 8-9: Advanced Speaking Skills > Debate and Argumentation,Logical fallacies to avoid,0,111
PITEM_0228,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 8-9: Advanced Speaking Skills > Sociolinguistic Competence,Register appropriateness (Formal vs. Informal),0,112
PITEM_0229,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 8-9: Advanced Speaking Skills > Sociolinguistic Competence,Cultural references and pragmatics,0,113
PITEM_0230,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 8-9: Advanced Speaking Skills > Sociolinguistic Competence,"Humor, sarcasm, and indirect speech",0,114
PITEM_0231,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 6. Listening Comprehension > Months 4-6: Active Listening Skills,"Bottom-Up Processing (Sounds, connected speech, word boundaries)",0,115
PITEM_0232,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 6. Listening Comprehension > Months 4-6: Active Listening Skills,"Top-Down Processing (Context, prior knowledge, implied meaning)",0,116
PITEM_0233,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 6. Listening Comprehension > Months 4-6: Active Listening Skills,"Listening for Gist, Specific Information, Detail, and Inference",0,117
PITEM_0234,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 6. Listening Comprehension > Months 7-9: Advanced Listening,"Accent Varieties (British, American, Australian, World Englishes)",0,118
PITEM_0235,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 6. Listening Comprehension > Months 7-9: Advanced Listening,"Authentic Materials (News, Documentaries, Lectures, Movies, Podcasts)",0,119
PITEM_0236,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 6. Listening Comprehension > Months 7-9: Advanced Listening,"Note-Taking Skills (Cornell method, abbreviations)",0,120
PITEM_0237,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 7. Writing Proficiency > Months 4-6: Writing Fundamentals,"Writing Process (Planning, Drafting, Revising, Proofreading)",0,121
PITEM_0238,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 7. Writing Proficiency > Months 4-6: Writing Fundamentals,"Paragraph Structure (Topic sentences, Supporting details, Transitions)",0,122
PITEM_0239,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 7. Writing Proficiency > Months 4-6: Writing Fundamentals,"Text Types (Descriptive, Narrative, Expository, Persuasive)",0,123
PITEM_0240,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 7. Writing Proficiency > Months 7-9: Advanced Writing Skills,"Academic Writing (Essay structure, Thesis statements, Citation/APA/MLA)",0,124
PITEM_0241,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 7. Writing Proficiency > Months 7-9: Advanced Writing Skills,"Professional Writing (Emails, Reports, Proposals, CVs)",0,125
PITEM_0242,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 7. Writing Proficiency > Months 7-9: Advanced Writing Skills,"Creative Writing (Short stories, Descriptive techniques, Plot development)",0,126
PITEM_0243,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 8. Reading Comprehension > Months 4-6: Reading Skills Development,"Reading Strategies (Skimming, Scanning, Intensive, Extensive)",0,127
PITEM_0244,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 8. Reading Comprehension > Months 4-6: Reading Skills Development,"Vocabulary in Context (Inferring meaning, Word families)",0,128
PITEM_0245,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 8. Reading Comprehension > Months 4-6: Reading Skills Development,"Text Organization (Main ideas, Text structure)",0,129
PITEM_0246,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 8. Reading Comprehension > Months 7-9: Advanced Reading,"Critical Reading (Analyzing arguments, Evaluating evidence, Identifying bias)",0,130
PITEM_0247,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 8. Reading Comprehension > Months 7-9: Advanced Reading,"Text Types (Fiction, Non-fiction, Academic, Professional)",0,131
PITEM_0248,PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 8. Reading Comprehension > Months 7-9: Advanced Reading,"Speed Reading (Chunking, reducing subvocalization)",0,132
PITEM_0249,PLAN_0002,Phase 3: Refinement & Mastery (Months 10-12) > 9. Integrated Skills & Real-World Application > Month 10: Functional Integration,"Task-Based Learning (Job interviews, Negotiations, Presentations)",0,133
PITEM_0250,PLAN_0002,Phase 3: Refinement & Mastery (Months 10-12) > 9. Integrated Skills & Real-World Application > Month 10: Functional Integration,"Cultural Competence (Cultural references, Pragmatics, Cross-cultural communication)",0,134
PITEM_0251,PLAN_0002,Phase 3: Refinement & Mastery (Months 10-12) > 9. Integrated Skills & Real-World Application > Month 11: Specialized English,"Business English (Meetings, Negotiations, Presentations)",0,135
PITEM_0252,PLAN_0002,Phase 3: Refinement & Mastery (Months 10-12) > 9. Integrated Skills & Real-World Application > Month 11: Specialized English,"Academic English (Research writing, Seminars, AWL)",0,136
PITEM_0253,PLAN_0002,Phase 3: Refinement & Mastery (Months 10-12) > 9. Integrated Skills & Real-World Application > Month 11: Specialized English,"Technical English (Documentation, Industry-specific vocabulary)",0,137
PITEM_0254,PLAN_0002,Phase 3: Refinement & Mastery (Months 10-12) > 9. Integrated Skills & Real-World Application > Month 11: Specialized English,Medical/Legal English (Specialized terminology),0,138
PITEM_0255,PLAN_0002,Phase 3: Refinement & Mastery (Months 10-12) > 9. Integrated Skills & Real-World Application > Month 11: Specialized English,Advanced Discourse Analysis (Spoken and written discourse),0,139
PITEM_0256,PLAN_0002,Phase 3: Refinement & Mastery (Months 10-12) > 9. Integrated Skills & Real-World Application > Month 12: Mastery & Certification,Comprehensive Review of weak areas,0,140
PITEM_0257,PLAN_0002,Phase 3: Refinement & Mastery (Months 10-12) > 9. Integrated Skills & Real-World Application > Month 12: Mastery & Certification,"Certification Preparation (Cambridge CPE, IELTS, TOEFL)",0,141
PITEM_0258,PLAN_0002,Phase 3: Refinement & Mastery (Months 10-12) > 9. Integrated Skills & Real-World Application > Month 12: Mastery & Certification,"Portfolio Development (Writing/Speaking samples, Learning journal)",0,142
PITEM_0259,PLAN_0002,Additional Components > 10. Fluency & Confidence,"Fluency Development (Natural rhythm, smooth transitions)",0,143
PITEM_0260,PLAN_0002,Additional Components > 10. Fluency & Confidence,"Confidence Building (Overcoming fear of mistakes, self-efficacy)",0,144
PITEM_0261,PLAN_0002,Resources & Tools > Assessment Tools,"Self-Assessment (CEFR grid, Cambridge placement, EF SET)",0,145
PITEM_0262,PLAN_0002,Resources & Tools > Assessment Tools,"Official Tests (Cambridge, IELTS, TOEFL, TOEIC)",0,146
PITEM_0263,PLAN_0002,Resources & Tools > Grammar Resources,"Textbooks (Advanced Grammar in Use, Practical English Usage)",0,147
PITEM_0264,PLAN_0002,Resources & Tools > Grammar Resources,"Online (Grammarly, Purdue OWL, British Council)",0,148
PITEM_0265,PLAN_0002,Resources & Tools > Vocabulary Resources,"Dictionaries (Oxford, Cambridge, Merriam-Webster)",0,149
PITEM_0266,PLAN_0002,Resources & Tools > Vocabulary Resources,"Lists (AWL, Oxford 3000/5000)",0,150
PITEM_0267,PLAN_0002,Resources & Tools > Vocabulary Resources,"Tools (Anki, Quizlet, Memrise)",0,151
PITEM_0268,PLAN_0002,Resources & Tools > Pronunciation Resources,"Textbooks (English Pronunciation in Use, Ship or Sheep?)",0,152
PITEM_0269,PLAN_0002,Resources & Tools > Pronunciation Resources,"Online (Forvo, YouGlish, Sounds of Speech)",0,153
PITEM_0270,PLAN_0002,Resources & Tools > Pronunciation Resources,"Apps (ELSA Speak, Speechling)",0,154
PITEM_0271,PLAN_0002,Resources & Tools > Speaking Resources,"Language Exchange (iTalki, Tandem, HelloTalk)",0,155
PITEM_0272,PLAN_0002,Resources & Tools > Speaking Resources,"Practice Materials (TED Talks, Debate.org, Toastmasters)",0,156
PITEM_0273,PLAN_0002,Resources & Tools > Listening Resources,"News (BBC, VOA, NPR, The Economist)",0,157
PITEM_0274,PLAN_0002,Resources & Tools > Listening Resources,"Podcasts (6 Minute English, This American Life, Radiolab)",0,158
PITEM_0275,PLAN_0002,Resources & Tools > Listening Resources,"Academic (Coursera, edX, MIT OCW, Khan Academy)",0,159
PITEM_0276,PLAN_0002,Resources & Tools > Listening Resources,"Entertainment (Netflix, YouTube, Audiobooks)",0,160
PITEM_0277,PLAN_0002,Resources & Tools > Reading Resources,"News & Magazines (The Economist, The Atlantic, The New Yorker, The Guardian)",0,161
PITEM_0278,PLAN_0002,Resources & Tools > Reading Resources,"Literature (Project Gutenberg, Goodreads)",0,162
PITEM_0279,PLAN_0002,Resources & Tools > Reading Resources,"Academic (Google Scholar, JSTOR, ResearchGate)",0,163
PITEM_0280,PLAN_0002,Resources & Tools > Reading Resources,"Online (Medium, Quora, Reddit)",0,164
PITEM_0281,PLAN_0002,Resources & Tools > Writing Resources,"Tools (Grammarly, Hemingway, ProWritingAid)",0,165
PITEM_0282,PLAN_0002,Resources & Tools > Writing Resources,"Guides (Purdue OWL, The Elements of Style)",0,166
PITEM_0283,PLAN_0002,Progress Tracking > Weekly Checklist,7 hours of total study time completed,0,167
PITEM_0284,PLAN_0002,Progress Tracking > Weekly Checklist,3.5 hours speaking/pronunciation practice (30 min daily),0,168
PITEM_0285,PLAN_0002,Progress Tracking > Weekly Checklist,Grammar exercises completed,0,169
PITEM_0286,PLAN_0002,Progress Tracking > Weekly Checklist,Vocabulary: 50-70 new words/phrases learned,0,170
PITEM_0287,PLAN_0002,Progress Tracking > Weekly Checklist,Writing: 2-3 pieces completed,0,171
PITEM_0288,PLAN_0002,Progress Tracking > Weekly Checklist,Reading: 3-4 articles/chapters,0,172
PITEM_0289,PLAN_0002,Progress Tracking > Weekly Checklist,Listening: Daily practice completed,0,173
PITEM_0290,PLAN_0002,Progress Tracking > Weekly Checklist,Self-assessment completed,0,174
PITEM_0291,PLAN_0002,Progress Tracking > Monthly Milestones,Practice test completed and scored,0,175
PITEM_0292,PLAN_0002,Progress Tracking > Monthly Milestones,Weak areas identified and addressed,0,176
PITEM_0293,PLAN_0002,Progress Tracking > Monthly Milestones,New learning materials/resources explored,0,177
PITEM_0294,PLAN_0002,Progress Tracking > Monthly Milestones,Speaking session recorded and self-assessed,0,178
PITEM_0295,PLAN_0002,Progress Tracking > Monthly Milestones,Progress review and plan adjustment,0,179
PITEM_0296,PLAN_0002,Progress Tracking > Quarterly Goals,Comprehensive skills assessment,0,180
PITEM_0297,PLAN_0002,Progress Tracking > Quarterly Goals,Adjust plan based on progress,0,181
PITEM_0298,PLAN_0002,Progress Tracking > Quarterly Goals,Celebrate achievements,0,182
PITEM_0299,PLAN_0002,Progress Tracking > Quarterly Goals,Set new targets for next quarter,0,183
PITEM_0300,PLAN_0002,Progress Tracking > Quarterly Goals,Review and update resources,0,184
PITEM_0301,PLAN_0003,Backlog,Save German tongue twists for you to practice,0,1
PITEM_0302,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 1. Phonetics and Pronunciation Foundation,⚡ Entender as diferenças do r no alemão,0,2
PITEM_0303,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 1. Phonetics and Pronunciation Foundation,Memorize the German alphabet and its phonetic pronunciation.,0,3
PITEM_0304,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 1. Phonetics and Pronunciation Foundation,"Master the articulatory requirements of the Umlauts (ä, ö, ü).",0,4
PITEM_0305,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 1. Phonetics and Pronunciation Foundation,Practice the distinct fricative sounds of 'ch' (ich-Laut vs. ach-Laut) and 'sch'.,0,5
PITEM_0306,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 1. Phonetics and Pronunciation Foundation,Recognize and produce the difference between long and short vowels.,0,6
PITEM_0307,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 1. Phonetics and Pronunciation Foundation,"Master Terminal Devoicing (Auslautverhärtung): ending 'b', 'd', 'g' sound like 'p', 't', 'k'.",0,7
PITEM_0308,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 1. Phonetics and Pronunciation Foundation,Practice the Glottal Stop (Knacklaut) at word/syllable boundaries.,0,8
PITEM_0309,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 1. Phonetics and Pronunciation Foundation,"Learn R-vocalization (vokalisches R): turning ending 'r' into a short 'a' sound (e.g., Vater).",0,9
PITEM_0310,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 2. Core Grammar: Sentence Structure & Verbs,Master Subject-Verb-Object (SVO) declarative sentence structure.,0,10
PITEM_0311,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 2. Core Grammar: Sentence Structure & Verbs,"Formulate interrogatives using W-words (wer, was, wann, wo, warum, wie).",0,11
